Source,Target
UPS,Carol Tome_59
URI,Jenne Britell_73
URI,Jose Alvarez_53
URI,Bobby Griffin_67
URI,Singleton McAllister_63
UTX,Gregory Hayes_55
UTX,John Faraci_66
UTX,Ellen Kullman_60
UTX,Marshall Larsen_67
UTX,Harold McGraw_67
UTX,Richard Myers_74
UTX,Fredric Reynolds_65
UTX,Brian Rogers_60
UTX,Haywood Swygert_73
UTX,Christine Whitman_69
UNM,Thomas Watjen_61
UNM,Theodore Bunting_57
UNM,Joseph Echevarria_59
UNM,Kevin Kabat_59
VFC,Eric Wiseman_60
VFC,W. Alan McCollough_66
VFC,Clarence Otis_59
VLO,Joseph Gorder_58
VLO,H. Paulett Eberhart_62
VLO,Kimberly Greene_49
VLO,Deborah Majoras_52
VLO,Randall Weisenburger_57
VLO,Rayford Wilkins_64
VAR,R. Andrew Eckert_55
VAR,Judy Bruner_58
VTR,Matthew Lustig_55
VTR,Walter Rakowich_58
VRSN,Kathleen Cote_67
VRSN,Thomas Frist_48
VRSN,Jamie Gorelick_65
VRSK,Annell Bay_60
VZ,Shellye Archambeau_53
VZ,Mark Bertolini_59
VZ,Melanie Healey_55
VZ,Donald Nicolaisen_71
VZ,Clarence Otis_59
VZ,Rodney Slater_61
VZ,Gregory Wasson_57
VRTX,Jeffrey Leiden_60
VRTX,Elaine Ullian_68
VRTX,Margaret McGlynn_56
VIAB,Sumner Redstone_92
VIAB,Shari Redstone_62
VIAB,Scott Mills_48
VIAB,Frederic Salerno_72
VIAB,Blythe McGarvie_59
V,Robert Matschullat_68
V,Alfred Kelly_58
V,Charles Scharf_50
V,Vasant Prabhu_56
V,Suzanne Nora Johnson_58
V,Maynard Webb_60
VMC,Elaine Chao_63
VMC,Thomas Fanning_59
VMC,O.B. Hall_58
VMC,Richard O'Brien_62
VMC,James Prokopanko_62
VMC,Lee Styslinger_55
VMC,Kathleen Wilson-Thompson_58
WMT,Rosalind Brewer_53
WMT,Pamela Craig_59
WMT,Timothy Flynn_59
WMT,Thomas Horton_54
WMT,Marissa Mayer_41
WMT,Steven Reinemund_68
WBA,James Skinner_71
WBA,Ornella Barra_62
WBA,Kathleen Wilson-Thompson_58
DIS,Robert Iger_65
DIS,Mark Parker_60
DIS,John Chen_60
DIS,Maria Lagomasino_66
DIS,Robert Matschullat_68
DIS,Sheryl Sandberg_46
WM,Andres Gluski Weilert_58
WM,David Steiner_55
WM,Bradbury Anderson_67
WM,Frank Clark_70
WM,Patrick Gross_71
WM,John Pope_67
WM,Thomas Weidemeyer_68
WAT,Thomas Salice_56
WAT,Laurie Glimcher_64
WAT,William Miller_70
WAT,JoAnn Reed_60
WFC,Stephen Sanger_69
WFC,Elaine Chao_63
WFC,John Chen_60
WFC,Enrique Hernandez_60
WFC,Donald James_67
WFC,Cynthia Milligan_70
WFC,James Quigley_63
WFC,Suzanne Vautrinot_56
HCN,Kenneth Bacon_61
HCN,Geoffrey Meyers_71
HCN,Timothy Naughton_54
HCN,Judith Pelham_70
WDC,Stephen Milligan_52
WDC,Martin Cole_59
WDC,Kathleen Cote_67
WDC,Paula Price_54
WU,Richard Williams_50
WU,Martin Cole_59
WU,Jeffrey Joerres_56
WU,Linda Levinson_74
WU,Frances Townsend_54
WRK,John Luke_67
WRK,Terrel Crews_60
WRK,Gracia Martore_64
WRK,James Nevels_65
WRK,Alan Wilson_58
WY,Doyle Simons_52
WY,Patricia Bedient_62
WY,Charles Williamson_67
WY,David Bozeman_47
WY,Mark Emmert_63
WY,Kim Williams_60
WHR,Jeff Fettig_59
WHR,Michael Johnston_68
WHR,Samuel Allen_62
WHR,Geraldine Elliott_59
WHR,Harish Manwani_63
WHR,William Perez_68
WHR,Michael White_63
WFM,Jonathan Sokoloff_59
WMB,Stephen Chazen_69
WMB,Peter Ragauss_58
WMB,Scott Sheffield_63
WMB,William Spence_59
WLTW,Anna Catalano_56
WLTW,Jeffrey Ubben_55
WEC,John Bergstrom_69
WEC,Henry Knueppel_67
WYNN,Clark Randt_70
WYNN,Jay Johnson_69
XEL,Richard Davis_58
XEL,Gail Boudreaux_55
XEL,Richard O'Brien_62
XEL,Christopher Policinski_57
XEL,James Prokopanko_62
XEL,Kim Williams_60
XRX,Ursula Burns_57
XRX,James Firestone_61
XRX,Jonathan Christodoro_40
XRX,Richard Harrington_69
XRX,Charles Prince_66
XRX,Stephen Rusckowski_58
XRX,Sara Tucker_60
XL,Eugene McQuade_67
XL,Edward Kelly_63
XL,Anne Stevens_68
XYL,Robert Friel_60
XYL,Victoria Harker_51
XYL,Steven Loranger_64
XYL,Edward Ludwig_64
XYL,Jerome Peribere_61
YHOO,Maynard Webb_60
YHOO,Marissa Mayer_41
YHOO,Eric Brandt_53
YHOO,Eddy Hartenstein_65
YHOO,Richard Hill_64
YHOO,Jeffrey Smith_43
YUM,Robert Walter_70
YUM,Roger Eaton_54
YUM,Brian Niccol_41
YUM,Paget Alves_62
YUM,Brian Cornell_57
YUM,P. Justin Skala_56
YUM,Michael Cavanagh_50
YUM,David Dorman_62
YUM,Mirian Graddick-Weir_61
YUM,Elane Stock_52
ZBH,Larry Glasscock_68
ZBH,David Dvorak_52
ZBH,Betsy Bernard_60
ZBH,Paul Bisaro_55
ZBH,Gail Boudreaux_55
ZBH,Robert Hagemann_59
ZBH,Arthur Higgins_60
ZION,Scott McLean_59
ZION,Suren Gupta_55
ZION,Roger Porter_69
ZTS,Michael McCallister_63
ZTS,Frank D'Amelio_58
ZTS,Paul Bisaro_55
