Source,Target
SE,Pamela Carter_66,1
SE,Clarence Cazalot_65,1
SE,Michael Morris_69,1
SE,Michael Phelps_68,1
SPGI,Maria Morris_53,1
SPGI,Rebecca Jacoby_54,1
SPGI,Edward Rust_65,1
SPGI,Kurt Schmoke_66,1
STJ,David Dvorak_52,1
SWK,George Buckley_69,1
SWK,Debra Crew_45,1
SWK,Marianne Parrs_72,1
SWK,Robert Ryan_73,1
SPLS,Ronald Sargent_60,1
SPLS,Shira Goodman_55,1
SPLS,Joseph Doody_64,1
SPLS,Robert Sulentic_59,1
SPLS,Carol Meyrowitz_62,1
SBUX,Craig Weatherup_71,1
SBUX,Mary Dillon_54,1
SBUX,Mellody Hobson_47,1
SBUX,Joshua Ramo_47,1
SBUX,Javier Teruel_65,1
STT,Linda Hill_59,1
STT,Ronald Skates_74,1
STT,Thomas Wilson_58,1
SRCL,Thomas Chen_66,1
SYK,Kevin Lobo_50,1
STI,Paul Garcia_63,1
STI,Bruce Tanner_56,1
STI,David Ratcliffe_68,1
STI,Thomas Watjen_61,1
SYMC,Daniel Schulman_58,1
SYMC,Kenneth Hao_47,1
SYMC,Robert Miller_74,1
SYMC,Suzanne Vautrinot_56,1
SYF,Paget Alves_62,1
SYF,Olympia Snowe_69,1
SYY,William DeLaney_60,1
SYY,Daniel Brutto_60,1
SYY,Bradley Halverson_56,1
SYY,Larry Glasscock_68,1
SYY,Nelson Peltz_74,1
TROW,Brian Rogers_60,1
TROW,Sandra Wijnberg_59,1
TROW,Mary Bush_68,1
TROW,Freeman Hrabowski_65,1
TROW,Olympia Snowe_69,1
TROW,Alan Wilson_58,1
TGT,Brian Cornell_57,1
TGT,Douglas Baker_57,1
TGT,Melanie Healey_55,1
TGT,Donald Knauss_65,1
TGT,Monica Lozano_59,1
TGT,Roxanne Austin_55,1
TGT,Calvin Darden_66,1
TGT,Anne Mulcahy_63,1
TGT,Derica Rice_51,1
TEL,Thomas Lynch_61,1
TEL,Laura Wright_56,1
TEL,Pierre Brondeau_58,1
TEL,Paula Sneed_68,1
TGNA,Marjorie Magner_67,1
TGNA,Gracia Martore_64,1
TGNA,Victoria Harker_51,1
TGNA,Jill Greenthal_59,1
TGNA,Henry McGee_63,1
TGNA,Bruce Nolop_65,1
TDC,James Ringler_70,1
TDC,Lisa Bacus_51,1
TDC,Nancy Cooper_62,1
TSO,Susan Tomasky_63,1
TSO,Rodney Chase_72,1
TSO,Edward Galante_65,1
TSO,David Lilley_69,1
TSO,Jimmy Nokes_69,1
TXN,Ralph Babb_67,1
TXN,Mark Blinn_54,1
TXN,Daniel Carp_67,1
TXN,Janet Clark_61,1
TXN,Carrie Cox_58,1
TXN,Pamela Patsley_59,1
TXN,Robert Sanchez_50,1
TXN,Wayne Sanders_68,1
TXN,Christine Whitman_69,1
TXT,Scott Donnelly_54,1
TXT,R. Kerry Clark_64,1
TXT,Lawrence Fish_71,1
TXT,Lloyd Trotter_70,1
COO,William Kozy_63,1
HSY,John Bilbrey_59,1
HSY,Patricia Little_55,1
HSY,James Nevels_65,1
HSY,Pamela Arway_62,1
HSY,Charles Davis_67,1
HSY,Mary Haben_60,1
HSY,Anthony Palmer_56,1
HSY,David Shedlarz_67,1
TRV,Jay Fishman_63,1
TRV,Kenneth Duberstein_71,1
TRV,Donald Shepard_69,1
TMO,Marc Casper_48,1
TMO,C. Martin Harris_59,1
TMO,Tyler Jacks_55,1
TMO,Judy Lewent_67,1
TMO,Thomas Lynch_61,1
TMO,Elaine Ullian_68,1
TIF,Frederic Cumenal_56,1
TIF,Rose Bravo_65,1
TIF,Lawrence Fish_71,1
TIF,Abby Kohnstamm_62,1
TIF,Robert Singer_64,1
TWX,James Barksdale_73,1
TWX,William Barr_66,1
TWX,Robert Clark_72,1
TWX,Jessica Einhorn_68,1
TWX,Carlos Gutierrez_62,1
TWX,Fred Hassan_70,1
TJX,Carol Meyrowitz_62,1
TJX,John O'Brien_73,1
TJX,Zein Abdalla_57,1
TJX,Jose Alvarez_53,1
TJX,Alan Bennett_65,1
TJX,Amy Lane_63,1
TMK,Lloyd Newton_73,1
TSS,Pamela Joseph_57,1
TSS,Kriss Cloninger_68,1
TSS,Walter Driver_70,1
TSCO,Cynthia Jamison_56,1
TSCO,George MacKenzie_67,1
TDG,Sean Hennessy_58,1
RIG,Merrill Miller_65,1
RIG,Vanessa Chang_63,1
RIG,Chadwick Deaton_63,1
RIG,Edward Muller_63,1
TRIP,Gregory Maffei_55,1
TRIP,Jonathan Miller_59,1
FOXA,Keith Murdoch_85,1
FOXA,Lachlan Murdoch_45,1
FOXA,James Murdoch_43,1
FOXA,Chase Carey_62,1
FOXA,John Nallen_59,1
FOXA,Gerson Zweifach_63,1
FOXA,Paul Cheesbrough_,1
FOXA,Roderick Eddington_66,1
FOXA,David DeVoe_69,1
FOXA,Delphine Arnault_41,1
FOXA,James Breyer_55,1
FOXA,Viet Dinh_47,1
FOXA,Jacques Nasser_68,1
FOXA,Robert Silberman_58,1
FOXA,Tidjane Thiam_54,1
FOXA,Jeffrey Ubben_55,1
FOX,Keith Murdoch_85,1
FOX,Lachlan Murdoch_45,1
FOX,James Murdoch_43,1
FOX,Chase Carey_62,1
FOX,John Nallen_59,1
FOX,Gerson Zweifach_63,1
FOX,Paul Cheesbrough_,1
FOX,Roderick Eddington_66,1
FOX,David DeVoe_69,1
FOX,Delphine Arnault_41,1
FOX,James Breyer_55,1
FOX,Viet Dinh_47,1
FOX,Jacques Nasser_68,1
FOX,Robert Silberman_58,1
FOX,Tidjane Thiam_54,1
FOX,Jeffrey Ubben_55,1
TSN,Gaurdie Banister_58,1
UDR,Mark Patterson_55,1
ULTA,Mary Dillon_54,1
ULTA,Catherine Halligan_53,1
ULTA,George Mrkonic_64,1
USB,Richard Davis_58,1
USB,Arthur Collins_68,1
USB,Douglas Baker_57,1
USB,Warner Baxter_54,1
USB,Marc Casper_48,1
USB,Karen Lynch_53,1
UA,Kevin Plank_43,1
UA,Lawrence Molloy_54,1
UA,Colin Browne_,1
UA,Matthew Mirchin_56,1
UA,Kerry Chandler_51,1
UA,James Hardy_56,1
UA,Paul Fipps_43,1
UA,Andy Donkin_,1
UA,Kip Fulks_43,1
UA,Michael Lee_,1
UA,Karl-Heinz Maurath_54,1
UA,Alvin Krongard_79,1
UA,Byron Adams_61,1
UA,George Bodenheimer_57,1
UA,Douglas Coltharp_54,1
UA,Anthony Deering_71,1
UA,Karen Katz_59,1
UA,William McDermott_54,1
UA,Eric Olson_64,1
UA,Harvey Sanders_66,1
UA.C,Kevin Plank_43,1
UA.C,Lawrence Molloy_54,1
UA.C,Colin Browne_,1
UA.C,Matthew Mirchin_56,1
UA.C,Kerry Chandler_51,1
UA.C,James Hardy_56,1
UA.C,Paul Fipps_43,1
UA.C,Andy Donkin_,1
UA.C,Kip Fulks_43,1
UA.C,Michael Lee_,1
UA.C,Karl-Heinz Maurath_54,1
UA.C,Alvin Krongard_79,1
UA.C,Byron Adams_61,1
UA.C,George Bodenheimer_57,1
UA.C,Douglas Coltharp_54,1
UA.C,Anthony Deering_71,1
UA.C,Karen Katz_59,1
UA.C,William McDermott_54,1
UA.C,Eric Olson_64,1
UA.C,Harvey Sanders_66,1
UNP,David Dillon_65,1
UAL,Linda Jojo_50,1
UAL,William Nuti_52,1
UAL,Edward Philip_51,1
UAL,James Whitehurst_48,1
UNH,Michele Hooper_64,1
UNH,Rodger Lawson_69,1
UNH,Glenn Renwick_60,1
UNH,Gail Wilensky_72,1
UPS,David Abney_60,1
UPS,Teri McClure_52,1
UPS,William Johnson_67,1
UPS,Rodney Adkins_57,1
UPS,Candace Kendle_69,1
UPS,Ann Livermore_57,1
UPS,Clark Randt_70,1
UPS,John Stankey_53,1
UPS,Carol Tome_59,1
URI,Jenne Britell_73,1
URI,Jose Alvarez_53,1
URI,Bobby Griffin_67,1
URI,Singleton McAllister_63,1
UTX,Gregory Hayes_55,1
UTX,John Faraci_66,1
UTX,Ellen Kullman_60,1
UTX,Marshall Larsen_67,1
UTX,Harold McGraw_67,1
UTX,Richard Myers_74,1
UTX,Fredric Reynolds_65,1
UTX,Brian Rogers_60,1
UTX,Haywood Swygert_73,1
UTX,Christine Whitman_69,1
UNM,Thomas Watjen_61,1
UNM,Theodore Bunting_57,1
UNM,Joseph Echevarria_59,1
UNM,Kevin Kabat_59,1
VFC,Eric Wiseman_60,1
VFC,W. Alan McCollough_66,1
VFC,Clarence Otis_59,1
VLO,Joseph Gorder_58,1
VLO,H. Paulett Eberhart_62,1
VLO,Kimberly Greene_49,1
VLO,Deborah Majoras_52,1
VLO,Randall Weisenburger_57,1
VLO,Rayford Wilkins_64,1
VAR,R. Andrew Eckert_55,1
VAR,Judy Bruner_58,1
VTR,Matthew Lustig_55,1
VTR,Walter Rakowich_58,1
VRSN,Kathleen Cote_67,1
VRSN,Thomas Frist_48,1
VRSN,Jamie Gorelick_65,1
VRSK,Annell Bay_60,1
VZ,Shellye Archambeau_53,1
VZ,Mark Bertolini_59,1
VZ,Melanie Healey_55,1
VZ,Donald Nicolaisen_71,1
VZ,Clarence Otis_59,1
VZ,Rodney Slater_61,1
VZ,Gregory Wasson_57,1
VRTX,Jeffrey Leiden_60,1
VRTX,Elaine Ullian_68,1
VRTX,Margaret McGlynn_56,1
VIAB,Sumner Redstone_92,1
VIAB,Shari Redstone_62,1
VIAB,Scott Mills_48,1
VIAB,Frederic Salerno_72,1
VIAB,Blythe McGarvie_59,1
V,Robert Matschullat_68,1
V,Alfred Kelly_58,1
V,Charles Scharf_50,1
V,Vasant Prabhu_56,1
V,Suzanne Nora Johnson_58,1
V,Maynard Webb_60,1
VMC,Elaine Chao_63,1
VMC,Thomas Fanning_59,1
VMC,O.B. Hall_58,1
VMC,Richard O'Brien_62,1
VMC,James Prokopanko_62,1
VMC,Lee Styslinger_55,1
VMC,Kathleen Wilson-Thompson_58,1
WMT,Rosalind Brewer_53,1
WMT,Pamela Craig_59,1
WMT,Timothy Flynn_59,1
WMT,Thomas Horton_54,1
WMT,Marissa Mayer_41,1
WMT,Steven Reinemund_68,1
WBA,James Skinner_71,1
WBA,Ornella Barra_62,1
WBA,Kathleen Wilson-Thompson_58,1
DIS,Robert Iger_65,1
DIS,Mark Parker_60,1
DIS,John Chen_60,1
DIS,Maria Lagomasino_66,1
DIS,Robert Matschullat_68,1
DIS,Sheryl Sandberg_46,1
WM,Andres Gluski Weilert_58,1
WM,David Steiner_55,1
WM,Bradbury Anderson_67,1
WM,Frank Clark_70,1
WM,Patrick Gross_71,1
WM,John Pope_67,1
WM,Thomas Weidemeyer_68,1
WAT,Thomas Salice_56,1
WAT,Laurie Glimcher_64,1
WAT,William Miller_70,1
WAT,JoAnn Reed_60,1
WFC,Stephen Sanger_69,1
WFC,Elaine Chao_63,1
WFC,John Chen_60,1
WFC,Enrique Hernandez_60,1
WFC,Donald James_67,1
WFC,Cynthia Milligan_70,1
WFC,James Quigley_63,1
WFC,Suzanne Vautrinot_56,1
HCN,Kenneth Bacon_61,1
HCN,Geoffrey Meyers_71,1
HCN,Timothy Naughton_54,1
HCN,Judith Pelham_70,1
WDC,Stephen Milligan_52,1
WDC,Martin Cole_59,1
WDC,Kathleen Cote_67,1
WDC,Paula Price_54,1
WU,Richard Williams_50,1
WU,Martin Cole_59,1
WU,Jeffrey Joerres_56,1
WU,Linda Levinson_74,1
WU,Frances Townsend_54,1
WRK,John Luke_67,1
WRK,Terrel Crews_60,1
WRK,Gracia Martore_64,1
WRK,James Nevels_65,1
WRK,Alan Wilson_58,1
WY,Doyle Simons_52,1
WY,Patricia Bedient_62,1
WY,Charles Williamson_67,1
WY,David Bozeman_47,1
WY,Mark Emmert_63,1
WY,Kim Williams_60,1
WHR,Jeff Fettig_59,1
WHR,Michael Johnston_68,1
WHR,Samuel Allen_62,1
WHR,Geraldine Elliott_59,1
WHR,Harish Manwani_63,1
WHR,William Perez_68,1
WHR,Michael White_63,1
WFM,Jonathan Sokoloff_59,1
WMB,Stephen Chazen_69,1
WMB,Peter Ragauss_58,1
WMB,Scott Sheffield_63,1
WMB,William Spence_59,1
WLTW,Anna Catalano_56,1
WLTW,Jeffrey Ubben_55,1
WEC,John Bergstrom_69,1
WEC,Henry Knueppel_67,1
WYNN,Clark Randt_70,1
WYNN,Jay Johnson_69,1
XEL,Richard Davis_58,1
XEL,Gail Boudreaux_55,1
XEL,Richard O'Brien_62,1
XEL,Christopher Policinski_57,1
XEL,James Prokopanko_62,1
XEL,Kim Williams_60,1
XRX,Ursula Burns_57,1
XRX,James Firestone_61,1
XRX,Jonathan Christodoro_40,1
XRX,Richard Harrington_69,1
XRX,Charles Prince_66,1
XRX,Stephen Rusckowski_58,1
XRX,Sara Tucker_60,1
XL,Eugene McQuade_67,1
XL,Edward Kelly_63,1
XL,Anne Stevens_68,1
XYL,Robert Friel_60,1
XYL,Victoria Harker_51,1
XYL,Steven Loranger_64,1
XYL,Edward Ludwig_64,1
XYL,Jerome Peribere_61,1
YHOO,Maynard Webb_60,1
YHOO,Marissa Mayer_41,1
YHOO,Eric Brandt_53,1
YHOO,Eddy Hartenstein_65,1
YHOO,Richard Hill_64,1
YHOO,Jeffrey Smith_43,1
YUM,Robert Walter_70,1
YUM,Roger Eaton_54,1
YUM,Brian Niccol_41,1
YUM,Paget Alves_62,1
YUM,Brian Cornell_57,1
YUM,P. Justin Skala_56,1
YUM,Michael Cavanagh_50,1
YUM,David Dorman_62,1
YUM,Mirian Graddick-Weir_61,1
YUM,Elane Stock_52,1
ZBH,Larry Glasscock_68,1
ZBH,David Dvorak_52,1
ZBH,Betsy Bernard_60,1
ZBH,Paul Bisaro_55,1
ZBH,Gail Boudreaux_55,1
ZBH,Robert Hagemann_59,1
ZBH,Arthur Higgins_60,1
ZION,Scott McLean_59,1
ZION,Suren Gupta_55,1
ZION,Roger Porter_69,1
ZTS,Michael McCallister_63,1
ZTS,Frank D'Amelio_58,1
ZTS,Paul Bisaro_55,1
